id,chart_template_id:id,code,name,user_type_id:id,reconcile,group_id:id
ccleen_au_7602,l10n_ccleen_au.l10n_ccleen_au_chart_template,7602,Accounting & Tax - General,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_7604,l10n_ccleen_au.l10n_ccleen_au_chart_template,7604,Professional Fees : Audit,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_7606,l10n_ccleen_au.l10n_ccleen_au_chart_template,7606,FBT & IAS Submission,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_7608,l10n_ccleen_au.l10n_ccleen_au_chart_template,7608,Information Technology,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_7609,l10n_ccleen_au.l10n_ccleen_au_chart_template,7609,Payroll Tax Monthly Management fee,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_7610,l10n_ccleen_au.l10n_ccleen_au_chart_template,7610,Legal,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_7612,l10n_ccleen_au.l10n_ccleen_au_chart_template,7612,Professional Fees : Legal - Non Deductible,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_7700,l10n_ccleen_au.l10n_ccleen_au_chart_template,7700,Office Relocation & Moving Expense,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_7800,l10n_ccleen_au.l10n_ccleen_au_chart_template,7800,Miscellaneous  Expense,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_9600,l10n_ccleen_au.l10n_ccleen_au_chart_template,9600,Depreciation Expense,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_9620,l10n_ccleen_au.l10n_ccleen_au_chart_template,9620,Amortisation Expense,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_9650,l10n_ccleen_au.l10n_ccleen_au_chart_template,9650,Profit/Loss on Sale Fixed Asset,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_9652,l10n_ccleen_au.l10n_ccleen_au_chart_template,9652,Profit/Loss on Sale Fixed Asset : Accum Depn,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_9654,l10n_ccleen_au.l10n_ccleen_au_chart_template,9654,Profit/Loss on Sale Fixed Asset : Cost of Assets Disposed,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_9656,l10n_ccleen_au.l10n_ccleen_au_chart_template,9656,Profit/Loss on Sale Fixed Asset : Proceeds on Sale of Assets,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_9800,l10n_ccleen_au.l10n_ccleen_au_chart_template,9800,Interest Income,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_9810,l10n_ccleen_au.l10n_ccleen_au_chart_template,9810,Other Income,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9900,l10n_ccleen_au.l10n_ccleen_au_chart_template,9900,Interest Expense,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9906,l10n_ccleen_au.l10n_ccleen_au_chart_template,9906,Loan Interest,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9908,l10n_ccleen_au.l10n_ccleen_au_chart_template,9908,Finance Charge,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9950,l10n_ccleen_au.l10n_ccleen_au_chart_template,9950,Realized Foreign Exchange Gain/Loss - Settlement,account.data_account_type_expenses,FALSE,account_grp_expense
ccleen_au_9970,l10n_ccleen_au.l10n_ccleen_au_chart_template,9970,Rounding Gain/Loss,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9981,l10n_ccleen_au.l10n_ccleen_au_chart_template,9981,Income Tax : Current Year,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9982,l10n_ccleen_au.l10n_ccleen_au_chart_template,9982,Income Tax : Prior Year Adjustment,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9990,l10n_ccleen_au.l10n_ccleen_au_chart_template,9990,Tax Timing,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9991,l10n_ccleen_au.l10n_ccleen_au_chart_template,9991,Tax Timing : Current Year,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9995,l10n_ccleen_au.l10n_ccleen_au_chart_template,9995,Unrealized Gain/Loss,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9996,l10n_ccleen_au.l10n_ccleen_au_chart_template,9996,Unrealized Matching Gain/Loss,account.data_account_type_other_income,FALSE,account_grp_income
ccleen_au_9997,l10n_ccleen_au.l10n_ccleen_au_chart_template,9997,Opening Retained Earnings,account.data_account_type_other_income,FALSE,account_grp_income
